type,clock_cycle,thickness tFE,Vdd,T_RISE ,T_FALL ,T_DELAY 
ncfet_nor,200ps,70nm,0.9,5.106051e-12,5.312022e-12,9.676733e-13
ncfet_nor,200ps,7nm,0.3,5.124225e-12,3.82144e-12,6.129314e-12
ncfet_nor,200ps,7nm,0.4,5.857583e-12,3.146717e-12,3.140142e-12
ncfet_nor,200ps,7nm,0.5,5.727996e-12,2.618814e-12,1.599722e-12
ncfet_nor,200ps,7nm,0.6,4.910757e-12,2.563882e-12,7.146496e-13
ncfet_nor,200ps,7nm,0.7,4.516539e-12,2.81104e-12,1.041187e-13
ncfet_nor,200ps,7nm,0.8,4.423433e-12,3.157612e-12,-3.691133e-13
ncfet_nor,200ps,7nm,0.9,4.505207e-12,3.576389e-12,-7.43456e-13
ncfet_nor,200ps,800nm,0.3,1.895031e-11,1.269386e-11,1.184125e-11
ncfet_nor,200ps,800nm,0.4,1.98305e-11,1.281028e-11,1.10616e-11
ncfet_nor,200ps,800nm,0.5,2.091567e-11,1.280862e-11,1.043498e-11
ncfet_nor,200ps,800nm,0.6,2.179465e-11,1.267037e-11,9.954018e-12
ncfet_nor,200ps,800nm,0.7,2.257178e-11,1.244054e-11,9.572726e-12
ncfet_nor,200ps,800nm,0.8,2.321366e-11,1.223417e-11,9.25228e-12
ncfet_nor,200ps,800nm,0.9,2.378106e-11,1.204585e-11,9.019336e-12
ncfet_nor,200ps,80nm,0.3,5.881129e-12,4.62847e-12,6.797144e-12
ncfet_nor,200ps,80nm,0.4,6.066786e-12,3.915361e-12,4.261554e-12
ncfet_nor,200ps,80nm,0.5,5.953722e-12,3.693808e-12,3.142209e-12
ncfet_nor,200ps,80nm,0.6,5.080263e-12,4.133046e-12,2.516824e-12
ncfet_nor,200ps,80nm,0.7,4.850044e-12,4.632683e-12,2.007838e-12
ncfet_nor,200ps,80nm,0.8,4.929617e-12,5.134754e-12,1.562958e-12
ncfet_nor,200ps,80nm,0.9,5.231025e-12,5.513873e-12,1.166325e-12
ncfet_nor,200ps,8nm,0.3,5.134874e-12,3.835842e-12,6.14085e-12
ncfet_nor,200ps,8nm,0.4,5.873397e-12,3.161818e-12,3.158911e-12
ncfet_nor,200ps,8nm,0.5,5.740088e-12,2.636593e-12,1.625754e-12
ncfet_nor,200ps,8nm,0.6,4.924757e-12,2.590693e-12,7.466134e-13
ncfet_nor,200ps,8nm,0.7,4.51459e-12,2.852505e-12,1.382996e-13
ncfet_nor,200ps,8nm,0.8,4.420687e-12,3.194283e-12,-3.313236e-13
ncfet_nor,200ps,8nm,0.9,4.504306e-12,3.614434e-12,-7.04654e-13
ncfet_nor,200ps,90nm,0.3,5.96505e-12,4.713099e-12,6.866365e-12
ncfet_nor,200ps,90nm,0.4,6.088854e-12,3.984717e-12,4.391929e-12
ncfet_nor,200ps,90nm,0.5,5.964492e-12,3.838081e-12,3.324959e-12
ncfet_nor,200ps,90nm,0.6,5.124912e-12,4.299457e-12,2.713971e-12
ncfet_nor,200ps,90nm,0.7,4.914416e-12,4.842743e-12,2.207305e-12
ncfet_nor,200ps,90nm,0.8,5.029858e-12,5.333931e-12,1.75853e-12
ncfet_nor,200ps,90nm,0.9,5.351652e-12,5.688079e-12,1.361958e-12
ncfet_nor,200ps,9nm,0.3,5.1455e-12,3.8501e-12,6.152275e-12
ncfet_nor,200ps,9nm,0.4,5.877041e-12,3.176701e-12,3.177532e-12
ncfet_nor,200ps,9nm,0.5,5.749637e-12,2.654111e-12,1.651531e-12
ncfet_nor,200ps,9nm,0.6,4.930268e-12,2.617133e-12,7.782031e-13
ncfet_nor,200ps,9nm,0.7,4.530452e-12,2.886507e-12,1.733957e-13
ncfet_nor,200ps,9nm,0.8,4.421053e-12,3.230314e-12,-2.940833e-13
ncfet_nor,200ps,9nm,0.9,4.528177e-12,3.651913e-12,-6.666677e-13
ncfet_nor,300ps,0nm,0.3,6.664355e-12,5.447895e-12,7.212225e-12
ncfet_nor,300ps,0nm,0.4,7.418671e-12,4.392146e-12,3.171715e-12
ncfet_nor,300ps,0nm,0.5,6.366792e-12,3.526359e-12,1.132887e-12
ncfet_nor,300ps,0nm,0.6,5.711468e-12,3.382296e-12,-3.800719e-14
ncfet_nor,300ps,0nm,0.7,5.581087e-12,3.763276e-12,-8.827473e-13
ncfet_nor,300ps,0nm,0.8,5.773898e-12,4.275378e-12,-1.549627e-12
ncfet_nor,300ps,0nm,0.9,6.101799e-12,4.953829e-12,-2.083315e-12
ncfet_nor,300ps,100nm,0.3,7.811138e-12,6.592744e-12,7.775013e-12
ncfet_nor,300ps,100nm,0.4,8.127647e-12,5.404086e-12,4.689518e-12
ncfet_nor,300ps,100nm,0.5,6.794653e-12,5.255309e-12,3.426978e-12
ncfet_nor,300ps,100nm,0.6,6.202306e-12,5.94235e-12,2.646578e-12
ncfet_nor,300ps,100nm,0.7,6.352235e-12,6.628028e-12,1.949964e-12
ncfet_nor,300ps,100nm,0.8,6.797529e-12,7.274825e-12,1.323922e-12
ncfet_nor,300ps,100nm,0.9,7.390542e-12,7.764373e-12,7.757089e-13
ncfet_nor,300ps,10nm,0.3,6.775156e-12,5.587556e-12,7.288674e-12
ncfet_nor,300ps,10nm,0.4,7.566427e-12,4.550173e-12,3.342723e-12
ncfet_nor,300ps,10nm,0.5,6.456749e-12,3.732749e-12,1.409099e-12
ncfet_nor,300ps,10nm,0.6,5.813841e-12,3.689071e-12,3.142223e-13
ncfet_nor,300ps,10nm,0.7,5.645625e-12,4.129839e-12,-4.775222e-13
ncfet_nor,300ps,10nm,0.8,5.841284e-12,4.654027e-12,-1.117974e-12
ncfet_nor,300ps,10nm,0.9,6.113477e-12,5.310061e-12,-1.650642e-12
ncfet_nor,300ps,1nm,0.3,6.678108e-12,5.462302e-12,7.220184e-12
ncfet_nor,300ps,1nm,0.4,7.432267e-12,4.422501e-12,3.184636e-12
ncfet_nor,300ps,1nm,0.5,6.371781e-12,3.548138e-12,1.161759e-12
ncfet_nor,300ps,1nm,0.6,5.719183e-12,3.413447e-12,-9.867313e-17
ncfet_nor,300ps,1nm,0.7,5.617211e-12,3.805154e-12,-8.401038e-13
ncfet_nor,300ps,1nm,0.8,5.810992e-12,4.316242e-12,-1.503055e-12
ncfet_nor,300ps,1nm,0.9,6.083285e-12,4.980526e-12,-2.035136e-12
ncfet_nor,300ps,200nm,0.3,8.671981e-12,7.199646e-12,8.220846e-12
ncfet_nor,300ps,200nm,0.4,8.373595e-12,6.294696e-12,6.075054e-12
ncfet_nor,300ps,200nm,0.5,7.221272e-12,6.924534e-12,5.187856e-12
ncfet_nor,300ps,200nm,0.6,7.180093e-12,7.711186e-12,4.441285e-12
ncfet_nor,300ps,200nm,0.7,7.60503e-12,8.531225e-12,3.707025e-12
ncfet_nor,300ps,200nm,0.8,8.317874e-12,9.04845e-12,3.092933e-12
ncfet_nor,300ps,200nm,0.9,8.965224e-12,9.499948e-12,2.50534e-12
ncfet_nor,300ps,20nm,0.3,6.932812e-12,5.717596e-12,7.358979e-12
ncfet_nor,300ps,20nm,0.4,7.650167e-12,4.661112e-12,3.512542e-12
ncfet_nor,300ps,20nm,0.5,6.552044e-12,3.921925e-12,1.667332e-12
ncfet_nor,300ps,20nm,0.6,5.873375e-12,4.004812e-12,6.362913e-13
ncfet_nor,300ps,20nm,0.7,5.688947e-12,4.469856e-12,-1.246754e-13
ncfet_nor,300ps,20nm,0.8,5.892949e-12,5.083066e-12,-7.468743e-13
ncfet_nor,300ps,20nm,0.9,6.226749e-12,5.639993e-12,-1.270119e-12
ncfet_nor,300ps,2nm,0.3,6.689143e-12,5.476611e-12,7.22807e-12
ncfet_nor,300ps,2nm,0.4,7.445864e-12,4.437433e-12,3.202625e-12
ncfet_nor,300ps,2nm,0.5,6.40316e-12,3.569684e-12,1.190364e-12
ncfet_nor,300ps,2nm,0.6,5.736304e-12,3.444199e-12,3.728279e-14
ncfet_nor,300ps,2nm,0.7,5.623754e-12,3.846584e-12,-7.981771e-13
ncfet_nor,300ps,2nm,0.8,5.819621e-12,4.351757e-12,-1.457369e-12
ncfet_nor,300ps,2nm,0.9,6.086623e-12,5.008425e-12,-1.987957e-12
ncfet_nor,300ps,300nm,0.3,9.338865e-12,7.742506e-12,8.768266e-12
ncfet_nor,300ps,300nm,0.4,8.277212e-12,7.502479e-12,7.437761e-12
ncfet_nor,300ps,300nm,0.5,7.793681e-12,8.441554e-12,6.623435e-12
ncfet_nor,300ps,300nm,0.6,8.209131e-12,9.328069e-12,5.817084e-12
ncfet_nor,300ps,300nm,0.7,8.965238e-12,9.966235e-12,5.085109e-12
ncfet_nor,300ps,300nm,0.8,9.740232e-12,1.046954e-11,4.435185e-12
ncfet_nor,300ps,300nm,0.9,1.054303e-11,1.076374e-11,3.891e-12
ncfet_nor,300ps,30nm,0.3,7.058359e-12,5.838633e-12,7.424256e-12
ncfet_nor,300ps,30nm,0.4,7.713346e-12,4.769496e-12,3.673962e-12
ncfet_nor,300ps,30nm,0.5,6.602878e-12,4.094182e-12,1.915454e-12
ncfet_nor,300ps,30nm,0.6,5.880285e-12,4.250593e-12,9.377666e-13
ncfet_nor,300ps,30nm,0.7,5.781068e-12,4.817099e-12,2.005825e-13
ncfet_nor,300ps,30nm,0.8,5.955274e-12,5.427179e-12,-4.166717e-13
ncfet_nor,300ps,30nm,0.9,6.301452e-12,5.982951e-12,-9.392022e-13
ncfet_nor,300ps,3nm,0.3,6.685483e-12,5.490823e-12,7.235883e-12
ncfet_nor,300ps,3nm,0.4,7.459071e-12,4.452172e-12,3.220499e-12
ncfet_nor,300ps,3nm,0.5,6.407769e-12,3.591e-12,1.218713e-12
ncfet_nor,300ps,3nm,0.6,5.741074e-12,3.474544e-12,7.416913e-14
ncfet_nor,300ps,3nm,0.7,5.604339e-12,3.887526e-12,-7.569108e-13
ncfet_nor,300ps,3nm,0.8,5.826731e-12,4.387902e-12,-1.412506e-12
ncfet_nor,300ps,3nm,0.9,6.091063e-12,5.040167e-12,-1.94214e-12
ncfet_nor,300ps,400nm,0.3,9.858149e-12,8.348031e-12,9.56812e-12
ncfet_nor,300ps,400nm,0.4,8.65896e-12,8.825175e-12,8.667761e-12
ncfet_nor,300ps,400nm,0.5,8.880972e-12,9.79752e-12,7.811292e-12
ncfet_nor,300ps,400nm,0.6,9.797492e-12,1.063345e-11,6.996139e-12
ncfet_nor,300ps,400nm,0.7,1.071913e-11,1.114065e-11,6.266147e-12
ncfet_nor,300ps,400nm,0.8,1.184199e-11,1.150391e-11,5.65804e-12
ncfet_nor,300ps,400nm,0.9,1.248081e-11,1.180773e-11,5.118835e-12
ncfet_nor,300ps,40nm,0.3,7.180254e-12,6.014051e-12,7.465283e-12
ncfet_nor,300ps,40nm,0.4,7.811572e-12,4.895941e-12,3.828512e-12
ncfet_nor,300ps,40nm,0.5,6.665216e-12,4.26929e-12,2.151313e-12
ncfet_nor,300ps,40nm,0.6,5.943434e-12,4.503861e-12,1.220471e-12
ncfet_nor,300ps,40nm,0.7,5.80646e-12,5.133963e-12,5.036982e-13
ncfet_nor,300ps,40nm,0.8,6.010588e-12,5.746947e-12,-1.122478e-13
ncfet_nor,300ps,40nm,0.9,6.379295e-12,6.296852e-12,-6.365175e-13
ncfet_nor,300ps,4nm,0.3,6.709535e-12,5.504936e-12,7.243625e-12
ncfet_nor,300ps,4nm,0.4,7.472153e-12,4.466722e-12,3.238263e-12
ncfet_nor,300ps,4nm,0.5,6.410795e-12,3.611465e-12,1.246816e-12
ncfet_nor,300ps,4nm,0.6,5.751115e-12,3.504477e-12,1.105892e-13
ncfet_nor,300ps,4nm,0.7,5.635809e-12,3.92795e-12,-7.162572e-13
ncfet_nor,300ps,4nm,0.8,5.773629e-12,4.42446e-12,-1.368442e-12
ncfet_nor,300ps,4nm,0.9,6.114319e-12,5.073193e-12,-1.898222e-12
ncfet_nor,300ps,500nm,0.3,1.062097e-11,9.377003e-12,1.052835e-11
ncfet_nor,300ps,500nm,0.4,1.010738e-11,1.029051e-11,9.718471e-12
ncfet_nor,300ps,500nm,0.5,1.093913e-11,1.115221e-11,8.80508e-12
ncfet_nor,300ps,500nm,0.6,1.211503e-11,1.181332e-11,7.996706e-12
ncfet_nor,300ps,500nm,0.7,1.316479e-11,1.223652e-11,7.309196e-12
ncfet_nor,300ps,500nm,0.8,1.413658e-11,1.249353e-11,6.713155e-12
ncfet_nor,300ps,500nm,0.9,1.491805e-11,1.266293e-11,6.216388e-12
ncfet_nor,300ps,50nm,0.3,7.286092e-12,6.100816e-12,7.536897e-12
ncfet_nor,300ps,50nm,0.4,7.845525e-12,4.968099e-12,3.975616e-12
ncfet_nor,300ps,50nm,0.5,6.679528e-12,4.421481e-12,2.380905e-12
ncfet_nor,300ps,50nm,0.6,5.977359e-12,4.740891e-12,1.488665e-12
ncfet_nor,300ps,50nm,0.7,5.877659e-12,5.418049e-12,7.842429e-13
ncfet_nor,300ps,50nm,0.8,6.133449e-12,6.043831e-12,1.691027e-13
ncfet_nor,300ps,50nm,0.9,6.523926e-12,6.586765e-12,-3.654528e-13
ncfet_nor,300ps,5nm,0.3,6.710531e-12,5.518951e-12,7.251298e-12
ncfet_nor,300ps,5nm,0.4,7.484432e-12,4.481083e-12,3.25592e-12
ncfet_nor,300ps,5nm,0.5,6.420776e-12,3.632356e-12,1.274688e-12
ncfet_nor,300ps,5nm,0.6,5.764513e-12,3.559386e-12,1.448993e-13
ncfet_nor,300ps,5nm,0.7,5.642394e-12,3.967839e-12,-6.761756e-13
ncfet_nor,300ps,5nm,0.8,5.814277e-12,4.461285e-12,-1.325103e-12
ncfet_nor,300ps,5nm,0.9,6.112099e-12,5.137977e-12,-1.859023e-12
ncfet_nor,300ps,600nm,0.3,1.230276e-11,1.072355e-11,1.145063e-11
ncfet_nor,300ps,600nm,0.4,1.238611e-11,1.173842e-11,1.060675e-11
ncfet_nor,300ps,600nm,0.5,1.365234e-11,1.247231e-11,9.656316e-12
ncfet_nor,300ps,600nm,0.6,1.503641e-11,1.288628e-11,8.872989e-12
ncfet_nor,300ps,600nm,0.7,1.612534e-11,1.320087e-11,8.226002e-12
ncfet_nor,300ps,600nm,0.8,1.689883e-11,1.335602e-11,7.695981e-12
ncfet_nor,300ps,600nm,0.9,1.780117e-11,1.345494e-11,7.238595e-12
ncfet_nor,300ps,60nm,0.3,7.389544e-12,6.201918e-12,7.591469e-12
ncfet_nor,300ps,60nm,0.4,7.93068e-12,5.053629e-12,4.122311e-12
ncfet_nor,300ps,60nm,0.5,6.722757e-12,4.575497e-12,2.600314e-12
ncfet_nor,300ps,60nm,0.6,5.997003e-12,5.060315e-12,1.73475e-12
ncfet_nor,300ps,60nm,0.7,5.953135e-12,5.686698e-12,1.043787e-12
ncfet_nor,300ps,60nm,0.8,6.25897e-12,6.316459e-12,4.306641e-13
ncfet_nor,300ps,60nm,0.9,6.673575e-12,6.850221e-12,-1.144829e-13
ncfet_nor,300ps,6nm,0.3,6.723543e-12,5.532868e-12,7.258904e-12
ncfet_nor,300ps,6nm,0.4,7.496472e-12,4.49526e-12,3.273474e-12
ncfet_nor,300ps,6nm,0.5,6.42951e-12,3.653031e-12,1.302337e-12
ncfet_nor,300ps,6nm,0.6,5.77483e-12,3.588927e-12,1.804488e-13
ncfet_nor,300ps,6nm,0.7,5.622701e-12,3.98297e-12,-6.331585e-13
ncfet_nor,300ps,6nm,0.8,5.837385e-12,4.498242e-12,-1.282447e-12
ncfet_nor,300ps,6nm,0.9,6.117666e-12,5.172662e-12,-1.815871e-12
ncfet_nor,300ps,700nm,0.3,1.506277e-11,1.252382e-11,1.222612e-11
ncfet_nor,300ps,700nm,0.4,1.570691e-11,1.330952e-11,1.128963e-11
ncfet_nor,300ps,700nm,0.5,1.714437e-11,1.378055e-11,1.043583e-11
ncfet_nor,300ps,700nm,0.6,1.828843e-11,1.39673e-11,9.665805e-12
ncfet_nor,300ps,700nm,0.7,1.938269e-11,1.403034e-11,9.107599e-12
ncfet_nor,300ps,700nm,0.8,2.031597e-11,1.410386e-11,8.610703e-12
ncfet_nor,300ps,700nm,0.9,2.097438e-11,1.410572e-11,8.234339e-12
ncfet_nor,300ps,70nm,0.3,7.481432e-12,6.29679e-12,7.643574e-12
ncfet_nor,300ps,70nm,0.4,7.986565e-12,5.130893e-12,4.266054e-12
ncfet_nor,300ps,70nm,0.5,6.75416e-12,4.734522e-12,2.813967e-12
ncfet_nor,300ps,70nm,0.6,6.049262e-12,5.29127e-12,1.973711e-12
ncfet_nor,300ps,70nm,0.7,6.03775e-12,5.900003e-12,1.28282e-12
ncfet_nor,300ps,70nm,0.8,6.386486e-12,6.554281e-12,6.637259e-13
ncfet_nor,300ps,70nm,0.9,6.838981e-12,7.103303e-12,1.246273e-13
ncfet_nor,300ps,7nm,0.3,6.736149e-12,5.546688e-12,7.266442e-12
ncfet_nor,300ps,7nm,0.4,7.500232e-12,4.509254e-12,3.290929e-12
ncfet_nor,300ps,7nm,0.5,6.43677e-12,3.674282e-12,1.328511e-12
ncfet_nor,300ps,7nm,0.6,5.792105e-12,3.591292e-12,2.122607e-13
ncfet_nor,300ps,7nm,0.7,5.634051e-12,4.019599e-12,-5.934815e-13
ncfet_nor,300ps,7nm,0.8,5.840703e-12,4.535222e-12,-1.240435e-12
ncfet_nor,300ps,7nm,0.9,6.122766e-12,5.21029e-12,-1.772315e-12
ncfet_nor,300ps,800nm,0.3,1.888693e-11,1.464767e-11,1.281279e-11
ncfet_nor,300ps,800nm,0.4,1.99785e-11,1.504794e-11,1.185849e-11
ncfet_nor,300ps,800nm,0.5,2.116164e-11,1.519126e-11,1.105671e-11
ncfet_nor,300ps,800nm,0.6,2.228125e-11,1.512803e-11,1.042084e-11
ncfet_nor,300ps,800nm,0.7,2.326911e-11,1.502772e-11,9.898048e-12
ncfet_nor,300ps,800nm,0.8,2.413613e-11,1.490004e-11,9.475744e-12
ncfet_nor,300ps,800nm,0.9,2.472172e-11,1.47522e-11,9.143002e-12
ncfet_nor,300ps,80nm,0.3,7.603695e-12,6.420663e-12,7.679829e-12
ncfet_nor,300ps,80nm,0.4,8.031211e-12,5.219468e-12,4.407424e-12
ncfet_nor,300ps,80nm,0.5,6.783718e-12,4.869547e-12,3.023126e-12
ncfet_nor,300ps,80nm,0.6,6.110487e-12,5.514758e-12,2.205803e-12
ncfet_nor,300ps,80nm,0.7,6.099749e-12,6.152048e-12,1.516182e-12
ncfet_nor,300ps,80nm,0.8,6.52499e-12,6.802891e-12,8.98809e-13
ncfet_nor,300ps,80nm,0.9,6.993262e-12,7.34e-12,3.493723e-13
ncfet_nor,300ps,8nm,0.3,6.748576e-12,5.560408e-12,7.273916e-12
ncfet_nor,300ps,8nm,0.4,7.523488e-12,4.523069e-12,3.308286e-12
ncfet_nor,300ps,8nm,0.5,6.455145e-12,3.693976e-12,1.355565e-12
ncfet_nor,300ps,8nm,0.6,5.791294e-12,3.628657e-12,2.465529e-13
ncfet_nor,300ps,8nm,0.7,5.634288e-12,4.056596e-12,-5.543135e-13
ncfet_nor,300ps,8nm,0.8,5.836936e-12,4.572466e-12,-1.199036e-12
ncfet_nor,300ps,8nm,0.9,6.113256e-12,5.245516e-12,-1.731306e-12
ncfet_nor,300ps,90nm,0.3,7.673008e-12,6.50889e-12,7.728126e-12
ncfet_nor,300ps,90nm,0.4,8.089471e-12,5.319612e-12,4.551988e-12
ncfet_nor,300ps,90nm,0.5,6.780189e-12,5.095493e-12,3.225645e-12
ncfet_nor,300ps,90nm,0.6,6.138647e-12,5.72351e-12,2.428543e-12
ncfet_nor,300ps,90nm,0.7,6.21776e-12,6.395474e-12,1.737431e-12
ncfet_nor,300ps,90nm,0.8,6.65784e-12,7.051713e-12,1.115858e-12
ncfet_nor,300ps,90nm,0.9,7.194099e-12,7.560205e-12,5.656008e-13
ncfet_nor,300ps,9nm,0.3,6.770206e-12,5.574031e-12,7.281326e-12
ncfet_nor,300ps,9nm,0.4,7.556045e-12,4.536707e-12,3.32555e-12
ncfet_nor,300ps,9nm,0.5,6.44448e-12,3.713463e-12,1.382425e-12
ncfet_nor,300ps,9nm,0.6,5.797301e-12,3.656402e-12,2.805529e-13
ncfet_nor,300ps,9nm,0.7,5.650056e-12,4.09398e-12,-5.156827e-13
ncfet_nor,300ps,9nm,0.8,5.840131e-12,4.613542e-12,-1.158219e-12
ncfet_nor,300ps,9nm,0.9,6.109089e-12,5.280734e-12,-1.690928e-12
ncfet_nor,400ps,0nm,0.3,8.964108e-12,7.272305e-12,7.995409e-12
ncfet_nor,400ps,0nm,0.4,8.58852e-12,5.714673e-12,3.139556e-12
ncfet_nor,400ps,0nm,0.5,7.262638e-12,4.5603e-12,7.668033e-13
ncfet_nor,400ps,0nm,0.6,6.719023e-12,4.404176e-12,-6.11545e-13
ncfet_nor,400ps,0nm,0.7,6.843205e-12,4.980618e-12,-1.642376e-12
ncfet_nor,400ps,0nm,0.8,7.276103e-12,5.778593e-12,-2.476299e-12
ncfet_nor,400ps,0nm,0.9,7.767139e-12,6.717219e-12,-3.154312e-12
ncfet_nor,400ps,100nm,0.3,1.012974e-11,8.28582e-12,8.29067e-12
ncfet_nor,400ps,100nm,0.4,9.320563e-12,6.691478e-12,4.646908e-12
ncfet_nor,400ps,100nm,0.5,7.967496e-12,6.397653e-12,3.200709e-12
ncfet_nor,400ps,100nm,0.6,7.474384e-12,7.237077e-12,2.257833e-12
ncfet_nor,400ps,100nm,0.7,7.823186e-12,8.103106e-12,1.38817e-12
ncfet_nor,400ps,100nm,0.8,8.501575e-12,8.965565e-12,6.014137e-13
ncfet_nor,400ps,100nm,0.9,9.262925e-12,9.626294e-12,-1.397849e-13
ncfet_nor,400ps,10nm,0.3,9.104654e-12,7.41532e-12,8.025325e-12
ncfet_nor,400ps,10nm,0.4,8.648032e-12,5.844171e-12,3.303103e-12
ncfet_nor,400ps,10nm,0.5,7.385319e-12,4.755908e-12,1.050767e-12
ncfet_nor,400ps,10nm,0.6,6.837577e-12,4.736629e-12,-2.359742e-13
ncfet_nor,400ps,10nm,0.7,6.963813e-12,5.331514e-12,-1.217628e-12
ncfet_nor,400ps,10nm,0.8,7.326072e-12,6.164068e-12,-2.026059e-12
ncfet_nor,400ps,10nm,0.9,7.845045e-12,7.009164e-12,-2.705183e-12
ncfet_nor,400ps,1nm,0.3,8.981206e-12,7.287659e-12,7.999613e-12
ncfet_nor,400ps,1nm,0.4,8.591314e-12,5.72938e-12,3.15631e-12
ncfet_nor,400ps,1nm,0.5,7.283791e-12,4.582702e-12,7.96263e-13
ncfet_nor,400ps,1nm,0.6,6.764076e-12,4.442926e-12,-5.727483e-13
ncfet_nor,400ps,1nm,0.7,6.842893e-12,5.010684e-12,-1.598704e-12
ncfet_nor,400ps,1nm,0.8,7.216411e-12,5.803669e-12,-2.427902e-12
ncfet_nor,400ps,1nm,0.9,7.800016e-12,6.742481e-12,-3.110204e-12
ncfet_nor,400ps,200nm,0.3,1.10498e-11,8.950176e-12,8.565357e-12
ncfet_nor,400ps,200nm,0.4,9.656366e-12,7.611982e-12,6.123299e-12
ncfet_nor,400ps,200nm,0.5,8.518919e-12,8.299402e-12,5.116719e-12
ncfet_nor,400ps,200nm,0.6,8.608027e-12,9.310275e-12,4.188515e-12
ncfet_nor,400ps,200nm,0.7,9.373797e-12,1.034781e-11,3.268429e-12
ncfet_nor,400ps,200nm,0.8,1.027161e-11,1.106629e-11,2.423168e-12
ncfet_nor,400ps,200nm,0.9,1.119434e-11,1.169544e-11,1.681809e-12
ncfet_nor,400ps,20nm,0.3,9.232573e-12,7.538154e-12,8.055918e-12
ncfet_nor,400ps,20nm,0.4,8.747946e-12,5.921227e-12,3.471049e-12
ncfet_nor,400ps,20nm,0.5,7.472514e-12,4.968637e-12,1.32452e-12
ncfet_nor,400ps,20nm,0.6,6.91727e-12,5.069389e-12,1.013318e-13
ncfet_nor,400ps,20nm,0.7,7.03605e-12,5.689021e-12,-8.445676e-13
ncfet_nor,400ps,20nm,0.8,7.434997e-12,6.532822e-12,-1.634231e-12
ncfet_nor,400ps,20nm,0.9,8.005879e-12,7.326724e-12,-2.315047e-12
ncfet_nor,400ps,2nm,0.3,8.99516e-12,7.302907e-12,8.003771e-12
ncfet_nor,400ps,2nm,0.4,8.585411e-12,5.733857e-12,3.172444e-12
ncfet_nor,400ps,2nm,0.5,7.288485e-12,4.597791e-12,8.255103e-13
ncfet_nor,400ps,2nm,0.6,6.723019e-12,4.493934e-12,-5.353757e-13
ncfet_nor,400ps,2nm,0.7,6.859446e-12,5.050208e-12,-1.554129e-12
ncfet_nor,400ps,2nm,0.8,7.275085e-12,5.829926e-12,-2.380337e-12
ncfet_nor,400ps,2nm,0.9,7.817849e-12,6.76743e-12,-3.06209e-12
ncfet_nor,400ps,300nm,0.3,1.156806e-11,9.366073e-12,9.061541e-12
ncfet_nor,400ps,300nm,0.4,9.935373e-12,8.958161e-12,7.600842e-12
ncfet_nor,400ps,300nm,0.5,9.406271e-12,1.011828e-11,6.654904e-12
ncfet_nor,400ps,300nm,0.6,9.981885e-12,1.120251e-11,5.671411e-12
ncfet_nor,400ps,300nm,0.7,1.102883e-11,1.20217e-11,4.740758e-12
ncfet_nor,400ps,300nm,0.8,1.195844e-11,1.268003e-11,3.874946e-12
ncfet_nor,400ps,300nm,0.9,1.294611e-11,1.31809e-11,3.157528e-12
ncfet_nor,400ps,30nm,0.3,9.348826e-12,7.651793e-12,8.089689e-12
ncfet_nor,400ps,30nm,0.4,8.864655e-12,6.031451e-12,3.624811e-12
ncfet_nor,400ps,30nm,0.5,7.579682e-12,5.170051e-12,1.580396e-12
ncfet_nor,400ps,30nm,0.6,6.979615e-12,5.372166e-12,4.191245e-13
ncfet_nor,400ps,30nm,0.7,7.117159e-12,6.036248e-12,-4.994223e-13
ncfet_nor,400ps,30nm,0.8,7.464496e-12,6.899864e-12,-1.282652e-12
ncfet_nor,400ps,30nm,0.9,8.064847e-12,7.67221e-12,-1.965357e-12
ncfet_nor,400ps,3nm,0.3,8.962141e-12,7.318051e-12,8.007884e-12
ncfet_nor,400ps,3nm,0.4,8.590839e-12,5.748162e-12,3.18905e-12
ncfet_nor,400ps,3nm,0.5,7.29866e-12,4.619497e-12,8.53995e-13
ncfet_nor,400ps,3nm,0.6,6.77217e-12,4.530412e-12,-4.973137e-13
ncfet_nor,400ps,3nm,0.7,6.872948e-12,5.089735e-12,-1.510199e-12
ncfet_nor,400ps,3nm,0.8,7.314554e-12,5.857363e-12,-2.33355e-12
ncfet_nor,400ps,3nm,0.9,7.827606e-12,6.792559e-12,-3.014861e-12
ncfet_nor,400ps,400nm,0.3,1.188933e-11,9.999165e-12,9.88913e-12
ncfet_nor,400ps,400nm,0.4,1.044015e-11,1.053386e-11,8.928631e-12
ncfet_nor,400ps,400nm,0.5,1.053467e-11,1.181975e-11,7.921402e-12
ncfet_nor,400ps,400nm,0.6,1.15782e-11,1.273079e-11,6.904023e-12
ncfet_nor,400ps,400nm,0.7,1.270166e-11,1.35088e-11,5.952427e-12
ncfet_nor,400ps,400nm,0.8,1.381039e-11,1.396469e-11,5.158725e-12
ncfet_nor,400ps,400nm,0.9,1.479694e-11,1.433192e-11,4.472691e-12
ncfet_nor,400ps,40nm,0.3,9.498978e-12,7.748041e-12,8.132756e-12
ncfet_nor,400ps,40nm,0.4,8.960952e-12,6.129107e-12,3.774246e-12
ncfet_nor,400ps,40nm,0.5,7.630263e-12,5.355185e-12,1.83353e-12
ncfet_nor,400ps,40nm,0.6,7.091143e-12,5.655791e-12,7.209144e-13
ncfet_nor,400ps,40nm,0.7,7.145564e-12,6.415524e-12,-1.806113e-13
ncfet_nor,400ps,40nm,0.8,7.590476e-12,7.24484e-12,-9.617862e-13
